miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship,Database,Evidence_Type,miRNA_log2FC,miRNA_Direction,miRNA_pvalue,Target_log2FC,Target_Direction,Target_padj,Relationship_Category
hsa-miR-4713-3p,KCNE4,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.752,Up-regulated,0.04414703,Consistent_Derepression
hsa-miR-4713-3p,KCNK10,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,19.728,Up-regulated,0.000288762,Consistent_Derepression
hsa-miR-4713-3p,IL32,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.782,Up-regulated,0.022249828,Consistent_Derepression
hsa-miR-4713-3p,AGXT,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,2.182,Up-regulated,0.030104933,Consistent_Derepression
hsa-miR-4713-3p,F11,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,25.598,Up-regulated,2.64e-07,Consistent_Derepression
hsa-miR-4713-3p,GAGE1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,24.205,Up-regulated,1.88e-06,Consistent_Derepression
hsa-miR-4713-3p,MAT1A,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,2.175,Up-regulated,0.012766614,Consistent_Derepression
hsa-miR-4713-3p,LIMCH1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-1.057,Down-regulated,0.034785373,Inconsistent_Both_Down
hsa-miR-4713-3p,CCDC171,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.642,Down-regulated,0.045545931,Inconsistent_Both_Down
hsa-miR-4713-3p,PARP3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.758,Up-regulated,0.010494703,Consistent_Derepression
hsa-miR-4713-3p,NNMT,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.804,Up-regulated,0.000391705,Consistent_Derepression
hsa-miR-4713-3p,TPBG,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.849,Down-regulated,0.033227815,Inconsistent_Both_Down
hsa-miR-4713-3p,VSIG10L2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,24.311,Up-regulated,1.65e-06,Consistent_Derepression
hsa-miR-4713-3p,EPDR1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.091,Up-regulated,0.019277937,Consistent_Derepression
hsa-miR-4713-3p,ANKRD62,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-30.0,Down-regulated,2.79e-10,Inconsistent_Both_Down
hsa-miR-4713-3p,BEX1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-2.997,Down-regulated,0.011133387,Inconsistent_Both_Down
hsa-miR-4713-3p,GREM2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-1.109,Down-regulated,0.04241884,Inconsistent_Both_Down
hsa-miR-4713-3p,SIX3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,19.863,Up-regulated,0.000250002,Consistent_Derepression
hsa-miR-4713-3p,AMBP,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,30.0,Up-regulated,2.79e-10,Consistent_Derepression
hsa-miR-4713-3p,LRP3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.61,Up-regulated,0.049062508,Consistent_Derepression
hsa-miR-4713-3p,OSMR,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-1.055,Down-regulated,0.017335091,Inconsistent_Both_Down
hsa-miR-4713-3p,ANKS4B,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,6.205,Up-regulated,0.049102047,Consistent_Derepression
hsa-miR-4713-3p,SERPINA7,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,29.937,Up-regulated,2.79e-10,Consistent_Derepression
hsa-miR-4713-3p,ACER2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-1.039,Down-regulated,0.021623149,Inconsistent_Both_Down
hsa-miR-4713-3p,TRNP1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.899,Up-regulated,0.01197074,Consistent_Derepression
hsa-miR-4713-3p,A1CF,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,18.84,Up-regulated,0.000776162,Consistent_Derepression
hsa-miR-4713-3p,MYL4,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.231,Up-regulated,0.048990101,Consistent_Derepression
hsa-miR-4713-3p,MYLIP,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.6,Down-regulated,0.045067713,Inconsistent_Both_Down
hsa-miR-4713-3p,GAGE12E,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,24.341,Up-regulated,1.65e-06,Consistent_Derepression
hsa-miR-4713-3p,SERPINA1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.042,Up-regulated,0.045545931,Consistent_Derepression
hsa-miR-4713-3p,CLDN4,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.807,Down-regulated,0.04951724,Inconsistent_Both_Down
hsa-miR-4713-3p,ORM1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,4.305,Up-regulated,0.000250002,Consistent_Derepression
hsa-miR-4713-3p,ORM2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,4.355,Up-regulated,0.006366681,Consistent_Derepression
hsa-miR-4713-3p,METTL21C,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-1.098,Down-regulated,0.0126152,Inconsistent_Both_Down
hsa-miR-4713-3p,CMC4,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-16.522,Down-regulated,0.008699258,Inconsistent_Both_Down
hsa-miR-4713-3p,PSG2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-1.874,Down-regulated,0.002063637,Inconsistent_Both_Down
hsa-miR-4713-3p,CGB7,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-1.776,Down-regulated,0.016675677,Inconsistent_Both_Down
hsa-miR-4713-3p,TMEM158,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.297,Up-regulated,0.003610167,Consistent_Derepression
hsa-miR-4713-3p,GADD45B,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.584,Up-regulated,0.020674929,Consistent_Derepression
hsa-miR-4713-3p,GNE,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,-0.865,Down-regulated,0.018439981,Inconsistent_Both_Down
hsa-miR-4713-3p,CCDC9B,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,0.779,Up-regulated,0.042408159,Consistent_Derepression
hsa-miR-4713-3p,SGCZ,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,24.197,Up-regulated,1.83e-06,Consistent_Derepression
hsa-miR-4713-3p,MGST1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.528,Down-regulated,0.026028971,1.204,Up-regulated,0.049062508,Consistent_Derepression
hsa-miR-18b-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,1.822,Up-regulated,0.018697048,Inconsistent_Both_Up
hsa-miR-18b-5p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-1.535,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-18b-5p,SMOX,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,1.131,Up-regulated,0.000990711,Inconsistent_Both_Up
hsa-miR-18b-5p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-0.635,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-18b-5p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-0.85,Down-regulated,0.022233693,Consistent_Inhibition
hsa-miR-18b-5p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,1.201,Up-regulated,0.0126152,Inconsistent_Both_Up
hsa-miR-18b-5p,LYPD3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-1.022,Down-regulated,0.008444947,Consistent_Inhibition
hsa-miR-18b-5p,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,18.84,Up-regulated,0.000776162,Inconsistent_Both_Up
hsa-miR-18b-5p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-0.764,Down-regulated,0.009851754,Consistent_Inhibition
hsa-miR-18b-5p,C1orf56,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-0.759,Down-regulated,0.014721034,Consistent_Inhibition
hsa-miR-18b-5p,PIMREG,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,1.325,Up-regulated,0.044282799,Inconsistent_Both_Up
hsa-miR-18b-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-0.883,Down-regulated,0.048990101,Consistent_Inhibition
hsa-miR-18b-5p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-0.978,Down-regulated,0.037838615,Consistent_Inhibition
hsa-miR-18b-5p,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,0.756,Up-regulated,0.035018768,Inconsistent_Both_Up
hsa-miR-18b-5p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,19.728,Up-regulated,0.000288762,Inconsistent_Both_Up
hsa-miR-18b-5p,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,1.336,Up-regulated,7.67e-05,Inconsistent_Both_Up
hsa-miR-18b-5p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-1.344,Down-regulated,0.017938909,Consistent_Inhibition
hsa-miR-18b-5p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,20.753,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-18b-5p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,1.114,Up-regulated,0.035206414,Inconsistent_Both_Up
hsa-miR-18b-5p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,1.012,Up-regulated,0.049644775,Inconsistent_Both_Up
hsa-miR-18b-5p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-0.849,Down-regulated,0.033227815,Consistent_Inhibition
hsa-miR-18b-5p,IFITM10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,2.173,Up-regulated,0.010622604,Inconsistent_Both_Up
hsa-miR-18b-5p,GATA6,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,0.751,Up-regulated,0.028084916,Inconsistent_Both_Up
hsa-miR-18b-5p,SCML2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-0.791,Down-regulated,0.011497774,Consistent_Inhibition
hsa-miR-18b-5p,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,0.817,Up-regulated,0.020328259,Inconsistent_Both_Up
hsa-miR-18b-5p,LMOD1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,0.921,Up-regulated,0.01197074,Inconsistent_Both_Up
hsa-miR-18b-5p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,0.897,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-18b-5p,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,0.664,Up-regulated,0.041575164,Inconsistent_Both_Up
hsa-miR-18b-5p,SYNPR,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-3.584,Down-regulated,0.007083146,Consistent_Inhibition
hsa-miR-18b-5p,PRR23C,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,19.831,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-18b-5p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-1.405,Down-regulated,0.006705888,Consistent_Inhibition
hsa-miR-18b-5p,PRAMEF1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-14.136,Down-regulated,0.048299832,Consistent_Inhibition
hsa-miR-18b-5p,CYP2C19,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,20.924,Up-regulated,0.000118001,Inconsistent_Both_Up
hsa-miR-18b-5p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-0.665,Down-regulated,0.022027507,Consistent_Inhibition
hsa-miR-18b-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,1.28,Up-regulated,0.017810079,Inconsistent_Both_Up
hsa-miR-18b-5p,TTLL10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,0.847,Up-regulated,0.006705888,Inconsistent_Both_Up
hsa-miR-18b-5p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,2.249,Up-regulated,0.011133387,Inconsistent_Both_Up
hsa-miR-18b-5p,EPDR1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,1.091,Up-regulated,0.019277937,Inconsistent_Both_Up
hsa-miR-18b-5p,GREM2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-1.109,Down-regulated,0.04241884,Consistent_Inhibition
hsa-miR-18b-5p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-1.865,Down-regulated,0.042149404,Consistent_Inhibition
hsa-miR-18b-5p,RUNDC3A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,1.09,Up-regulated,0.019277937,Inconsistent_Both_Up
hsa-miR-18b-5p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-1.025,Down-regulated,0.027523925,Consistent_Inhibition
hsa-miR-18b-5p,TFPI,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-1.132,Down-regulated,0.002559679,Consistent_Inhibition
hsa-miR-18b-5p,PRLHR,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,17.092,Up-regulated,0.005174159,Inconsistent_Both_Up
hsa-miR-18b-5p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,24.197,Up-regulated,1.83e-06,Inconsistent_Both_Up
hsa-miR-18b-5p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,0.686,Up-regulated,0.030104933,Inconsistent_Both_Up
hsa-miR-18b-5p,ACER2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-1.039,Down-regulated,0.021623149,Consistent_Inhibition
hsa-miR-18b-5p,CGB7,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-1.776,Down-regulated,0.016675677,Consistent_Inhibition
hsa-miR-18b-5p,ARSJ,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,0.793,Up-regulated,0.02055376,Inconsistent_Both_Up
hsa-miR-18b-5p,SPATC1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.134,Up-regulated,0.027347383,-0.876,Down-regulated,0.035816856,Consistent_Inhibition
hsa-miR-18b-5p,INS,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,25.643,Up-regulated,2.56e-07,Inconsistent_Both_Up
hsa-miR-18b-5p,ACTL8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,22.842,Up-regulated,1.19e-05,Inconsistent_Both_Up
hsa-miR-18b-5p,SERPINA4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,24.083,Up-regulated,2.15e-06,Inconsistent_Both_Up
hsa-miR-18b-5p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.134,Up-regulated,0.027347383,0.927,Up-regulated,0.041520614,Inconsistent_Both_Up
hsa-miR-365a-5p,ZNF507,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,-0.543,Down-regulated,0.037422409,Inconsistent_Both_Down
hsa-miR-365a-5p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,-0.665,Down-regulated,0.022027507,Inconsistent_Both_Down
hsa-miR-365a-5p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,1.28,Up-regulated,0.017810079,Consistent_Derepression
hsa-miR-365a-5p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,1.822,Up-regulated,0.018697048,Consistent_Derepression
hsa-miR-365a-5p,IFI27,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,0.763,Up-regulated,0.020108749,Consistent_Derepression
hsa-miR-365a-5p,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,-1.535,Down-regulated,0.037251845,Inconsistent_Both_Down
hsa-miR-365a-5p,PIMREG,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,1.325,Up-regulated,0.044282799,Consistent_Derepression
hsa-miR-365a-5p,SMOX,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,1.131,Up-regulated,0.000990711,Consistent_Derepression
hsa-miR-365a-5p,ZBTB47,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,0.701,Up-regulated,0.046518873,Consistent_Derepression
hsa-miR-365a-5p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,0.828,Up-regulated,0.008072093,Consistent_Derepression
hsa-miR-365a-5p,TTLL10,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,0.847,Up-regulated,0.006705888,Consistent_Derepression
hsa-miR-365a-5p,OASL,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,1.201,Up-regulated,0.0126152,Consistent_Derepression
hsa-miR-365a-5p,IL32,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,0.782,Up-regulated,0.022249828,Consistent_Derepression
hsa-miR-365a-5p,NNMT,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,0.804,Up-regulated,0.000391705,Consistent_Derepression
hsa-miR-365a-5p,SNCA,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,1.012,Up-regulated,0.049644775,Consistent_Derepression
hsa-miR-365a-5p,EBF4,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,0.8,Up-regulated,0.043020919,Consistent_Derepression
hsa-miR-365a-5p,TAB3,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,-0.635,Down-regulated,0.049102047,Inconsistent_Both_Down
hsa-miR-365a-5p,ANKRD1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,1.417,Up-regulated,0.0100804,Consistent_Derepression
hsa-miR-365a-5p,LUZP4,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,19.883,Up-regulated,0.000250002,Consistent_Derepression
hsa-miR-365a-5p,COPZ2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,0.702,Up-regulated,0.027678609,Consistent_Derepression
hsa-miR-365a-5p,SIX4,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,-0.764,Down-regulated,0.009851754,Inconsistent_Both_Down
hsa-miR-365a-5p,EPDR1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-0.713,Down-regulated,0.027511361,1.091,Up-regulated,0.019277937,Consistent_Derepression
