miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship
hsa-miR-4664-5p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,GREM2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,NSMF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,GNE,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,TFPI,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,LMOD1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,SPATC1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,ADAMTS15,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,AGXT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,LEP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,HBA2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,IFITM10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,OSMR,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,SLC28A2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,CCDC9B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,CSF2RB,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,ACTL8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,NLRP4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,LHX3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,SOCS6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,PKD2L1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,LUZP4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,USP27X,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,HYAL2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,RUNDC3B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,CGB7,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,AKR1B10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,SIX3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,PIMREG,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,SAA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,LHX3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,CYP3A4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,KLF9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,CEP85,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,IFITM10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,GATA6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,C10orf99,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,CSF2RB,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,F11,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,ACER2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,TRNP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,EPDR1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,RUNDC3A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,LRP3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,SLC28A2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,PRR23C,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,LEP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,SLC2A2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,AVPR1B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,CRH,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,IFI27,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,TRIM49D1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,CGB7,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,AKR1B10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,SLC30A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-151b,SNTA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-151b,HYAL2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-32-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-32-3p,PDLIM3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-32-3p,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-32-3p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-32-3p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-32-3p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-32-3p,LMOD1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-32-3p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-32-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,HIGD2B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,VSIG10L2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,LUZP4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,SLC30A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,NANOGNB,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,GNE,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,GEM,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,LMOD1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,CCN2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,NDN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,HYAL2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,SLC28A2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,PRLHR,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,CCDC9B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,SERPINA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,SYNPR,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,NSMF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,ANKS4B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,CLDN4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,AVPR1B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,IL12B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,GPAT2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,C4orf50,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,IFI27,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,TMEM158,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,PIMREG,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,KLF9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,GREM2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,IFITM10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,CCN1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,ADAMTS15,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,F11,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,CGB7,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,LHX8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,C2CD3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,LIMCH1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,RUNDC3A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,RAI14,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,GAGE12E,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,GAGE2A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,NLRP4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,ARID5A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,CRH,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,BCL6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,RNF39,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,PARP3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,BEX1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,AKR1B10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,BNIPL,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,SPATC1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,CGB5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3667-3p,CGB8,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-6877-3p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-6877-3p,RNF39,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-223-3p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-373-3p,ANKS4B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-373-3p,APOH,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-373-3p,GATA6,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-373-3p,MICA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-373-3p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-574-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1299,C8A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-4784,GATA6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4784,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-6859-5p,CLDN4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-6859-5p,PLA2G5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-548x-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-548x-3p,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-548x-3p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1-3p,C1orf56,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1-3p,C8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1-3p,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1-3p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1-3p,GATA6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1-3p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-1-3p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-1-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3940-5p,ANKS4B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-301b-3p,MYLIP,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-301b-3p,SSTR2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-301b-3p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-301b-3p,ZBTB8A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-450a-1-3p,FOXA2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-450a-1-3p,PNMA2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-450a-1-3p,POLR2J3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-497-5p,AKR1B10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,LURAP1L,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-497-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5699-5p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-576-5p,PNMA2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,DMTN,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,FKBP5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,LRP3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,PLEKHG4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-93-3p,RUNDC3B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-27a-5p,ACER2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-195-5p,AKR1B10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,LURAP1L,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-195-5p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-195-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-548am-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-548am-3p,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-548am-3p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-31-5p,AFF1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,MICA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-219b-3p,OSMR,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,ANKRD62,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,MGST1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,GEM,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,SIX3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-32-3p,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3667-3p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑
